YYYYMMDD	Cochlo_YN	type	Cell_min	Cell_max	LAT	LON
20130808	1	Cochlodinium polykrikoides	880	12420	36.2032603	129.4773997
20130813	1	Cochlodinium polykrikoides	560	17280	36.30133936	129.395793
20130813	1	Cochlodinium polykrikoides	410	2821	36.30133936	129.395793
20130807	1	Cochlodinium polykrikoides	2720	3200	36.33116183	129.4092244
20130808	1	Cochlodinium polykrikoides	1640	13300	36.2032603	129.4773997
20130807	1	Cochlodinium polykrikoides	1420	11550	36.33116183	129.4092244
20130812	1	Cochlodinium polykrikoides	1320	3650	36.31870656	129.4009592
20130812	1	Cochlodinium polykrikoides	400	6320	36.31870656	129.4009592
20130808	1	Cochlodinium polykrikoides	320	7800	36.2032603	129.4773997
20130808	1	Cochlodinium polykrikoides	300	8000	36.2032603	129.4773997
20070823	1	Cochlodinium polykrikoides	150	1500	36.2564638	129.5320336
20130808	1	Cochlodinium polykrikoides	2000	8000	36.2032603	129.4773997
20130812	1	Cochlodinium polykrikoides	150	1500	36.31870656	129.4009592
20130808	1	Cochlodinium polykrikoides	112	3800	36.2032603	129.4773997
20130807	1	Cochlodinium polykrikoides	40	7500	36.33116183	129.4092244
20130811	1	Cochlodinium polykrikoides	650	3900	36.06587558	129.4939976
20130813	1	Cochlodinium polykrikoides	280	2900	36.30133936	129.395793
20130811	1	Cochlodinium polykrikoides	420	15000	36.06587558	129.4939976
20130820	1	Cochlodinium polykrikoides	310	4300	36.34885477	129.3967386
20130811	1	Cochlodinium polykrikoides	1410	4421	36.06587558	129.4939976
20130808	1	Cochlodinium polykrikoides	1510	13000	36.2032603	129.4773997
20130808	1	Cochlodinium polykrikoides	1420	8200	36.2032603	129.4773997
20130804	1	Cochlodinium polykrikoides	60	2500	36.11362684	129.4774459
20130812	1	Cochlodinium polykrikoides	560	3400	36.31870656	129.4009592
20130804	1	Cochlodinium polykrikoides	200	10000	36.11362684	129.4774459
20130807	1	Cochlodinium polykrikoides	2	1150	36.33116183	129.4092244
20130811	1	Cochlodinium polykrikoides	1240	6500	36.06587558	129.4939976
20130807	1	Cochlodinium polykrikoides	300	11500	36.33116183	129.4092244
20130807	1	Cochlodinium polykrikoides	400	8000	36.33116183	129.4092244
20130804	1	Cochlodinium polykrikoides	500	14000	36.11362684	129.4774459
20130820	1	Cochlodinium polykrikoides	100	1250	36.34885477	129.3967386
20130820	1	Cochlodinium polykrikoides	120	785	36.34885477	129.3967386
20130807	1	Cochlodinium polykrikoides	1500	10000	36.33116183	129.4092244
20130813	1	Cochlodinium polykrikoides	320	1110	36.30133936	129.395793
20130808	1	Cochlodinium polykrikoides	2	3680	36.2032603	129.4773997
20130807	1	Cochlodinium polykrikoides	3110	26700	36.33116183	129.4092244
20130807	1	Cochlodinium polykrikoides	8	1240	36.33116183	129.4092244
20130812	1	Cochlodinium polykrikoides	1240	4250	36.31870656	129.4009592
20130820	1	Cochlodinium polykrikoides	200	2000	36.34885477	129.3967386
20130808	1	Cochlodinium polykrikoides	280	6500	36.2032603	129.4773997
20130811	1	Cochlodinium polykrikoides	150	11000	36.06587558	129.4939976
20130807	1	Cochlodinium polykrikoides	960	15000	36.33116183	129.4092244
20130820	1	Cochlodinium polykrikoides	100	520	36.34885477	129.3967386
20130805	1	Cochlodinium polykrikoides	5500	18000	36.00856753	129.5864744
20130730	1	Cochlodinium polykrikoides	140	1820	36.0048868	129.5875539
20130727	1	Cochlodinium polykrikoides	2200	2600	36.08106122	129.6130802
20130806	1	Cochlodinium polykrikoides	600	12000	35.99968388	129.5780816
20000825	0	Ceratium furca	200	180	35.91723	129.576925
20130805	1	Cochlodinium polykrikoides	2340	5050	36.00856753	129.5864744
20071107	0	Mesodinium rubrum	1000	1500	35.93913431	129.5555396
20130805	1	Cochlodinium polykrikoides	8760	20000	36.00856753	129.5864744
20130806	1	Cochlodinium polykrikoides	100	14000	35.99968388	129.5780816
20130801	1	Cochlodinium polykrikoides	20	3100	36.00089723	129.5929126
20070823	1	Cochlodinium polykrikoides	380	2800	36.2564638	129.5320336
20130731	1	Cochlodinium polykrikoides	82	3000	35.99636999	129.5822952
20130731	1	Cochlodinium polykrikoides	250	2560	35.99636999	129.5822952
20130809	1	Cochlodinium polykrikoides	15	480	35.97869214	129.570746
20130805	1	Cochlodinium polykrikoides	20	850	36.00856753	129.5864744
20130731	1	Cochlodinium polykrikoides	1000	3500	35.99636999	129.5822952
20130805	1	Cochlodinium polykrikoides	160	6700	36.00856753	129.5864744
20130827	0	Cochlodinium polykrikoides	30	145	36.04387672	129.5934136
20130801	1	Cochlodinium polykrikoides	50	2460	36.00089723	129.5929126
20130827	1	Cochlodinium polykrikoides	150	600	36.04387672	129.5934136
20130805	1	Cochlodinium polykrikoides	670	4800	36.00856753	129.5864744
20130809	1	Cochlodinium polykrikoides	320	7700	35.97869214	129.570746
20130730	1	Cochlodinium polykrikoides	1000	2000	36.0048868	129.5875539
20130824	1	Cochlodinium polykrikoides	40	2660	36.07828278	129.5735012
20130805	1	Cochlodinium polykrikoides	1010	4110	36.00856753	129.5864744
20130729	1	Cochlodinium polykrikoides	180	2400	36.00631778	129.5881446
20130803	1	Cochlodinium polykrikoides	2000	6000	35.99528577	129.5803951
20130803	1	Cochlodinium polykrikoides	300	11000	35.99528577	129.5803951
20130803	1	Cochlodinium polykrikoides	1000	10000	35.99528577	129.5803951
20070823	1	Cochlodinium polykrikoides	500	900	36.2564638	129.5320336
20130810	1	Cochlodinium polykrikoides	860	8040	36.03762366	129.6013915
20130826	1	Cochlodinium polykrikoides	22	490	36.03116091	129.590721
20130824	1	Cochlodinium polykrikoides	200	500	36.07828278	129.5735012
20130805	1	Cochlodinium polykrikoides	80	3040	36.00856753	129.5864744
20071107	0	Mesodinium rubrum	1000	2500	35.93913431	129.5555396
20010613	0	Eutreptiella gymnastica	8000	40000	35.91723	129.576925
20130827	1	Cochlodinium polykrikoides	28	3250	36.04387672	129.5934136
20130731	1	Cochlodinium polykrikoides	300	2800	35.99636999	129.5822952
20070823	1	Cochlodinium polykrikoides	500	9600	36.2564638	129.5320336
20130731	1	Cochlodinium polykrikoides	100	3600	35.99636999	129.5822952
20130803	1	Cochlodinium polykrikoides	300	8000	35.99528577	129.5803951
20130809	1	Cochlodinium polykrikoides	2380	18320	35.97869214	129.570746
20130729	1	Cochlodinium polykrikoides	100	3000	36.00631778	129.5881446
20130729	1	Cochlodinium polykrikoides	10	1290	36.00631778	129.5881446
20130803	1	Cochlodinium polykrikoides	450	2010	35.99528577	129.5803951
20130801	1	Cochlodinium polykrikoides	10	1400	36.00089723	129.5929126
20130803	1	Cochlodinium polykrikoides	1140	25000	35.99528577	129.5803951
20130730	1	Cochlodinium polykrikoides	100	2000	36.0048868	129.5875539
20130806	1	Cochlodinium polykrikoides	1540	5050	35.99968388	129.5780816
20130806	1	Cochlodinium polykrikoides	320	7300	35.99968388	129.5780816
20130805	1	Cochlodinium polykrikoides	3000	10000	36.00856753	129.5864744
20130824	0	Cochlodinium polykrikoides	0	0	36.07828278	129.5735012
20130824	0	Cochlodinium polykrikoides	0	0	36.07828278	129.5735012
20130805	1	Cochlodinium polykrikoides	500	7200	36.00856753	129.5864744
20130803	1	Cochlodinium polykrikoides	3420	11000	35.99528577	129.5803951
20130730	1	Cochlodinium polykrikoides	88	14480	36.0048868	129.5875539
20130524	0	Noctiluca scintillans	100	200	36.05346965	129.5174724
20130727	1	Cochlodinium polykrikoides	1000	2000	36.06865012	129.6042872
20130730	1	Cochlodinium polykrikoides	800	1500	36.0048868	129.5875539
20030922	0	NA	10	3310	35.91723	129.576925
20130730	1	Cochlodinium polykrikoides	70	860	36.0048868	129.5875539
20130802	1	Cochlodinium polykrikoides	1140	10000	35.98402444	129.5650906
20130801	1	Cochlodinium polykrikoides	50	3500	36.00089723	129.5929126
20130810	1	Cochlodinium polykrikoides	1000	5200	36.03762366	129.6013915
20130729	1	Cochlodinium polykrikoides	300	5600	36.00631778	129.5881446
20130728	1	Cochlodinium polykrikoides	30	7600	36.00146426	129.5971963
20130828	0	Cochlodinium polykrikoides	50	100	36.01885984	129.5952608
20130828	0	Cochlodinium polykrikoides	10	50	36.01885984	129.5952608
20130731	1	Cochlodinium polykrikoides	42	450	35.99636999	129.5822952
20130802	1	Cochlodinium polykrikoides	300	8500	35.98402444	129.5650906
20130802	1	Cochlodinium polykrikoides	100	5300	35.98402444	129.5650906
20130809	1	Cochlodinium polykrikoides	400	13500	35.97869214	129.570746
20130810	1	Cochlodinium polykrikoides	200	6100	36.03762366	129.6013915
20130801	1	Cochlodinium polykrikoides	1440	7000	36.00089723	129.5929126
20130801	1	Cochlodinium polykrikoides	300	7000	36.00089723	129.5929126
20041108	0	NA	500	1600	35.68744	129.562518
20130809	1	Cochlodinium polykrikoides	1000	7000	35.97869214	129.570746
20020905	0	NA	20	1500	35.791644	129.524329
20130826	0	Cochlodinium polykrikoides	20	145	36.03116091	129.590721
20000525	0	Noctiluca scintillans	1000	1500	35.785238	129.526732
20000829	0	Prorocentrum dentatum,?	84	NA	35.491993	129.467638
20130809	1	Cochlodinium polykrikoides	2	1200	35.97869214	129.570746
20130802	1	Cochlodinium polykrikoides	300	6500	35.98402444	129.5650906
20130731	1	Cochlodinium polykrikoides	300	1500	35.99636999	129.5822952
20130731	1	Cochlodinium polykrikoides	1540	12000	35.99636999	129.5822952
20000908	0	Prorocentrum sp.	82	1600	35.491993	129.467638
20000829	0	Thalassiosira rotula	128	NA	35.491993	129.467638
20010825	1	Cochlodinium polykrikoides	100	750	35.491993	129.467638
20010528	0	Heterosigma akashiwo	1000	2000	35.491993	129.467638
20000728	0	Prorocentrum sp. 외 2종	1300	1500	35.502004	129.476804
20130810	1	Cochlodinium polykrikoides	560	3260	36.03762366	129.6013915
20130803	1	Cochlodinium polykrikoides	320	7240	35.99528577	129.5803951
20130803	1	Cochlodinium polykrikoides	1140	6720	35.99528577	129.5803951
20020829	0	NA	500	30000	35.661158	129.487176
20130729	1	Cochlodinium polykrikoides	1200	4400	36.00631778	129.5881446
20000828	0	Pyrocystis	40	NA	35.491993	129.467638
20130730	1	Cochlodinium polykrikoides	900	1350	36.0048868	129.5875539
20130810	1	Cochlodinium polykrikoides	20	270	36.03762366	129.6013915
20130728	1	Cochlodinium polykrikoides	300	5600	36.00146426	129.5971963
20130810	1	Cochlodinium polykrikoides	1200	6000	36.03762366	129.6013915
20000921	0	Ceratium furca	4	53	35.491993	129.467638
20000921	0	Leptocylindrus danicus,?	200	1600	35.491993	129.467638
20130810	1	Cochlodinium polykrikoides	1500	5400	36.03762366	129.6013915
20130728	1	Cochlodinium polykrikoides	500	2000	36.00146426	129.5971963
20130824	0	Cochlodinium polykrikoides	0	0	36.07828278	129.5735012
20130809	1	Cochlodinium polykrikoides	300	6500	35.97869214	129.570746
20000919	0	Ceratium furca	700	800	35.625184	129.462331
20130824	0	Cochlodinium polykrikoides	0	0	36.07828278	129.5735012
20020907	0	NA	NA	NA	35.877974	129.53321
20000710	0	Prorocentrum triestinum	1000	3000	35.429477	129.429768
20130810	1	Cochlodinium polykrikoides	500	8600	36.03762366	129.6013915
20130801	1	Cochlodinium polykrikoides	300	2200	36.00089723	129.5929126
20010608	0	Prorocentrum micans	500	1000	35.491993	129.467638
20130727	1	Cochlodinium polykrikoides	110	410	36.08106122	129.6130802
20130730	1	Cochlodinium polykrikoides	150	5600	36.0048868	129.5875539
20130810	1	Cochlodinium polykrikoides	500	15000	36.03762366	129.6013915
20000808	0	Prorocentrum sp.	7000	20000	35.502004	129.476804
20130824	1	Cochlodinium polykrikoides	1600	6300	36.07828278	129.5735012
20130810	1	Cochlodinium polykrikoides	2	950	36.03762366	129.6013915
20070618	0	NA	9600	11600	35.49636432	129.433466
20010724	0	Prorocentrum triestinum	600	1000	35.491993	129.467638
20130806	1	Cochlodinium polykrikoides	3210	34800	35.99968388	129.5780816
20020821	0	NA	300	1200	35.661158	129.487176
20130727	1	Cochlodinium polykrikoides	1000	2000	36.08106122	129.6130802
20010608	0	Skeletonema costatum	1600	3000	35.491993	129.467638
20130729	1	Cochlodinium polykrikoides	1000	2500	36.00631778	129.5881446
20130728	1	Cochlodinium polykrikoides	200	3000	36.00146426	129.5971963
20020823	0	NA	100	1200	35.791644	129.524329
20130826	1	Cochlodinium polykrikoides	150	400	36.03116091	129.590721
20130728	1	Cochlodinium polykrikoides	400	6000	36.00146426	129.5971963
20130809	1	Cochlodinium polykrikoides	1240	6500	35.97869214	129.570746
20130806	1	Cochlodinium polykrikoides	4	6230	35.99968388	129.5780816
20130727	1	Cochlodinium polykrikoides	320	2240	36.08106122	129.6130802
20130727	1	Cochlodinium polykrikoides	400	6000	36.08106122	129.6130802
20010724	0	Leptacylindus danicus	3200	7800	35.491993	129.467638
20020827	0	NA	380	5000	35.661158	129.487176
20130826	1	Cochlodinium polykrikoides	200	200	36.03116091	129.590721
20000908	0	Thalassiosira rotula,?	146	1320	35.491993	129.467638
20010608	0	Prorocetrum tiestinum	200	1000	35.491993	129.467638
20020828	0	NA	30	10000	35.661158	129.487176
20130727	1	Cochlodinium polykrikoides	400	1800	36.08106122	129.6130802
20130809	1	Cochlodinium polykrikoides	1580	3220	35.97869214	129.570746
20130729	1	Cochlodinium polykrikoides	83	1590	36.00631778	129.5881446
20130802	1	Cochlodinium polykrikoides	1000	5000	35.98402444	129.5650906
20130802	1	Cochlodinium polykrikoides	200	4880	35.98402444	129.5650906
20020822	0	NA	100	5000	35.661158	129.487176
20030903	0	NA	50	25000	35.871006	129.562628
20010802	0	Heterosigma akashiwo	2000	3000	35.491993	129.467638
20000821	0	Ceratium furca	15	450	35.491993	129.467638
20130729	1	Cochlodinium polykrikoides	1050	7800	36.00631778	129.5881446
20000822	0	Prorocentrum triestinum	40	NA	35.491993	129.467638
20000821	0	Ceratium furca	500	1500	35.785238	129.526732
20000824	0	Prorocentrum minimum	7000	10000	35.491993	129.467638
20010703	0	Skeletoema costatum	6000	9000	35.028264	128.996321
20130728	1	Cochlodinium polykrikoides	1000	3900	36.00146426	129.5971963
20130806	1	Cochlodinium polykrikoides	8	16580	35.99968388	129.5780816
20060630	0	NA	40000	50000	35.06538748	129.0062248
20020823	0	NA	20	1400	35.343562	129.382874
20030907	0	NA	100	26000	35.260093	129.277912
20070816	0	NA	200	300	35.00152677	128.9621419
20020817	0	NA	700	1400	35.260093	129.277912
20130809	1	Cochlodinium polykrikoides	1620	4650	35.97869214	129.570746
20020905	0	NA	500	3200	35.0757953	129.0368639
20130728	1	Cochlodinium polykrikoides	520	2900	36.00146426	129.5971963
20130803	1	Cochlodinium polykrikoides	360	4340	35.99528577	129.5803951
20010818	0	Skeletonema costatium	80	150	35.0757953	129.0368639
20070816	0	NA	300	7300	35.00152677	128.9621419
20130802	1	Cochlodinium polykrikoides	500	7000	35.98402444	129.5650906
20020905	0	NA	80	640	35.363134	129.380863
20020907	0	NA	NA	NA	35.363134	129.380863
20130728	1	Cochlodinium polykrikoides	70	380	36.00146426	129.5971963
20130806	1	Cochlodinium polykrikoides	860	11200	35.99968388	129.5780816
20020820	0	NA	NA	NA	35.260093	129.277912
20130806	1	Cochlodinium polykrikoides	1500	10000	35.99968388	129.5780816
20130823	1	Cochlodinium polykrikoides	30	250	35.63187137	129.4541224
20020827	0	NA	10	7000	35.320633	129.402676
20020907	0	NA	NA	NA	35.0757953	129.0368639
20130829	0	Cochlodinium polykrikoides	2	72	35.63177509	129.4522619
20010817	0	Prorocentrum triestinum	100	NA	35.409071	129.384903
20010703	0	Prorocentrum micans	350	1200	35.077735	128.999414
20130823	1	Cochlodinium polykrikoides	50	1340	35.63187137	129.4541224
20070816	0	NA	650	8560	35.00152677	128.9621419
20130823	1	Cochlodinium polykrikoides	20	4130	35.63187137	129.4541224
20130823	1	Cochlodinium polykrikoides	200	1000	35.63187137	129.4541224
20130823	1	Cochlodinium polykrikoides	20	5400	35.63187137	129.4541224
20010818	0	Pseudontzschia pungens	20	50	35.0757953	129.0368639
20010703	0	Heterosigma akashiwo	200	1200	35.409351	129.387993
20130829	0	Cochlodinium polykrikoides	80	80	35.63177509	129.4522619
20130716	1	Cochlodinium polykrikoides	580	1400	34.55450312	127.6041979
20130626	1	Cochlodinium polykrikoides	0	780	34.49661515	127.5139978
20130628	0	Prorocentrum dentatum	0	20500	34.53413608	127.5730318
20130701	0	Prorocentrum dentatum	2800	3000	34.52132953	127.4968657
20130717	1	Cochlodinium polykrikoides	350	1570	34.60910824	127.6531126
20010601	0	Heterosigma akashiwo	2000	7200	35.409071	129.384903
20020829	0	NA	100	5460	35.260093	129.277912
20130830	0	Cochlodinium polykrikoides	20	30	34.5084633	127.5071264
20000811	0	Prorocentrum	2000	5000	35.409071	129.384903
20130714	1	Cochlodinium polykrikoides	150	850	34.59415559	127.6924822
20130831	0	Cochlodinium polykrikoides	0	0	34.68766706	127.8255322
20130901	0	Cochlodinium polykrikoides	0	0	34.54511516	127.7025059
20130903	1	Cochlodinium polykrikoides	150	700	34.54287884	127.6916953
20020818	0	NA	90	110	35.260093	129.277912
20070816	0	NA	50	3800	35.00152677	128.9621419
20020828	0	NA	120	800	35.260093	129.277912
20130902	1	Cochlodinium polykrikoides	390	440	34.5312224	127.6109573
20080822	1	Cochlodinium polykrikoides	30	800	35.26221061	129.2462336
20070816	0	NA	12	140	35.00152677	128.9621419
20130715	1	Cochlodinium polykrikoides	110	510	34.5682086	127.7109237
20130904	0	Cochlodinium polykrikoides	20	160	34.5498361	127.6427473
20130905	0	Cochlodinium polykrikoides	0	0	34.44043989	127.4228768
20130718	1	Cochlodinium polykrikoides	300	2308	34.72435529	128.3311519
20130725	1	Cochlodinium polykrikoides	500	7500	34.76982133	128.5720436
20130726	1	Cochlodinium polykrikoides	1600	6500	34.77216316	128.5843453
20010724	0	Ceratium furca	25	30	35.409071	129.384903
20130723	1	Cochlodinium polykrikoides	900	4980	34.78985089	128.5111711
20130725	1	Cochlodinium polykrikoides	300	2000	34.76982133	128.5720436
20070816	0	NA	0	380	35.00152677	128.9621419
20080822	1	Cochlodinium polykrikoides	100	300	35.26221061	129.2462336
20130719	1	Cochlodinium polykrikoides	260	1200	34.71392404	128.661004
20130724	1	Cochlodinium polykrikoides	150	1550	34.69878813	128.587049
20010814	0	Prorocentrum triestinum	3000	NA	35.165175	129.344231
20130725	1	Cochlodinium polykrikoides	2000	5000	34.76982133	128.5720436
20020816	0	NA	1200	1500	35.260093	129.277912
20130719	1	Cochlodinium polykrikoides	400	4000	34.71392404	128.661004
20000607	0	Heterosigma akashiwo	77	1150	35.409071	129.384903
20010822	0	Pseudonitzschia pungens	10	50	35.0757953	129.0368639
20010818	0	Prorocentrum triestinum	100	NA	35.0757953	129.0368639
20130523	0	Noctiluca scintillans	0	0	34.90976011	128.771195
20070816	0	NA	300	1200	35.00152677	128.9621419
20130726	1	Cochlodinium polykrikoides	400	2240	34.77216316	128.5843453
20130725	1	Cochlodinium polykrikoides	100	2560	34.76982133	128.5720436
20010723	0	Prorocentrum triestinum	200	500	35.019148	128.997654
20020827	0	NA	40	780	35.260093	129.277912
20010730	0	Chaetoceras sp	1000	2000	35.114411	129.167509
20010824	1	Cochlodinium polykrikoides	50	900	35.0757953	129.0368639
20130725	1	Cochlodinium polykrikoides	20	650	34.76982133	128.5720436
20130726	1	Cochlodinium polykrikoides	220	650	34.77216316	128.5843453
20010822	0	Chaetocceros pseudocurvisetum	100	300	35.0757953	129.0368639
20130726	1	Cochlodinium polykrikoides	300	2000	34.77216316	128.5843453
20130719	1	Cochlodinium polykrikoides	300	400	34.71392404	128.661004
20130719	1	Cochlodinium polykrikoides	790	1850	34.71392404	128.661004
20130726	1	Cochlodinium polykrikoides	500	4800	34.77216316	128.5843453
20130719	1	Cochlodinium polykrikoides	700	1200	34.71392404	128.661004
20040520	0	NA	50	80	35.037747	129.075423
20020620	0	NA	700	1000	35.409071	129.384903
20130726	0	Cochlodinium polykrikoides	0	80	34.77216316	128.5843453
20130724	1	Cochlodinium polykrikoides	500	1200	34.69878813	128.587049
20130724	1	Cochlodinium polykrikoides	500	7500	34.69878813	128.587049
20000811	0	Heterosigma	600	1000	35.409071	129.384903
20130724	1	Cochlodinium polykrikoides	300	2500	34.69878813	128.587049
20010528	0	Heterosigma akashiwo	1200	2800	35.0757953	129.0368639
20130720	1	Cochlodinium polykrikoides	300	500	34.74649464	128.5888724
20020828	0	NA	100	600	35.353607	129.397199
20020815	0	NA	500	2100	35.260093	129.277912
20130720	1	Cochlodinium polykrikoides	560	1950	34.74649464	128.5888724
20130721	1	Cochlodinium polykrikoides	900	2200	34.70375987	128.6125001
20010730	0	Prorocentrum sp	50	100	35.114411	129.167509
20130720	1	Cochlodinium polykrikoides	1460	2900	34.74649464	128.5888724
20000824	0	Thalassiosira decipiens	20000	30000	35.409071	129.384903
20130722	1	Cochlodinium polykrikoides	600	8500	34.78147614	128.5145427
20000828	0	Thalassiosira rotula	640	NA	35.409071	129.384903
20010724	0	Chaetoceros	2600	3300	35.409071	129.384903
20130720	1	Cochlodinium polykrikoides	300	500	34.74649464	128.5888724
20030903	0	NA	3	50	35.316859	129.332229
20130720	1	Cochlodinium polykrikoides	3000	4000	34.74649464	128.5888724
20010723	0	Ceratium furca	160	350	35.019148	128.997654
20020821	0	NA	30	2000	35.160845	129.219387
20080822	1	Cochlodinium polykrikoides	160	300	35.26221061	129.2462336
20130720	1	Cochlodinium polykrikoides	1000	1500	34.74649464	128.5888724
20070816	0	NA	800	4500	35.00152677	128.9621419
20070816	0	NA	5	4000	35.00152677	128.9621419
20000907	0	Cochlodinium	150	5000	35.260093	129.277912
20130723	1	Cochlodinium polykrikoides	400	3200	34.78985089	128.5111711
20130723	1	Cochlodinium polykrikoides	760	5420	34.78985089	128.5111711
20010822	0	Skeletonema costatium	30	80	35.0757953	129.0368639
20130723	1	Cochlodinium polykrikoides	1500	7500	34.78985089	128.5111711
20130724	1	Cochlodinium polykrikoides	1040	3980	34.69878813	128.587049
20130722	1	Cochlodinium polykrikoides	900	4980	34.78147614	128.5145427
20130721	1	Cochlodinium polykrikoides	400	1800	34.70375987	128.6125001
20130722	1	Cochlodinium polykrikoides	520	3200	34.78147614	128.5145427
20010814	0	Eutreptiella gymnastica	3000	4000	35.165175	129.344231
20010814	0	Heterosigma akashiwo	2000	NA	35.165175	129.344231
20020620	0	NA	2000	3000	35.409071	129.384903
20030830	0	NA	10	2548	35.160845	129.219387
20130723	1	Cochlodinium polykrikoides	180	360	34.78985089	128.5111711
20010724	0	Leptacylindrus danicus	1200	5400	35.409071	129.384903
20010810	0	Prorocentrum minimum	7000	13000	35.409351	129.387993
20040614	0	NA	800	1200	35.415507	129.387306
20130721	1	Cochlodinium polykrikoides	1000	4000	34.70375987	128.6125001
20130721	1	Cochlodinium polykrikoides	870	2700	34.70375987	128.6125001
20080822	1	Cochlodinium polykrikoides	160	1500	35.26221061	129.2462336
20010604	0	Cryptomonas sp.	72000	104000	35.165175	129.344231
20130722	1	Cochlodinium polykrikoides	400	2000	34.78147614	128.5145427
20130723	1	Cochlodinium polykrikoides	600	1200	34.78985089	128.5111711
20130603	0	Heterosigma akashiwo	15000	35000	35.17167945	128.6279102
20020909	0	NA	400	1100	35.0757953	129.0368639
20010808	0	Pseudonitzschia pungens	200	NA	35.114411	129.167509
20130610	0	Heterosigma akashiwo	3700	6480	37.43721868	126.5966904
20130614	0	Mesodinium rubrum	195	4056	37.43778234	126.484
20130920	0	Cochlodinium polykrikoides	8	12	36.46109004	126.4591321
20130921	0	Cochlodinium polykrikoides	8	12	36.45839274	126.4535669
20030828	0	NA	60	1600	35.260093	129.277912
20130913	0	Cochlodinium polykrikoides	6	22	35.93333078	126.4484737
20130912	0	Cochlodinium polykrikoides	2	53	35.9593986	126.428985
20070816	0	NA	50	500	35.00152677	128.9621419
20010730	0	Prorocentum triestinum	50	100	35.031282	129.07199
20140916	1	Cochlodinium polykrikoides	70	1920	36.03242536	129.4462625
20030915	0	NA	4	1020	35.260093	129.277912
20140916	1	Cochlodinium polykrikoides	0	8300	36.03242536	129.4462625
20140919	1	Cochlodinium polykrikoides	500	20000	36.06013928	129.4434387
20010808	0	Skeletonema costatium	1400	NA	35.114411	129.167509
20040614	0	NA	NA	NA	35.028264	128.996321
20140919	1	Cochlodinium polykrikoides	112	848	36.06013928	129.4434387
20020910	0	NA	6	700	35.379586	129.387161
20140919	1	Cochlodinium polykrikoides	3	682	36.06013928	129.4434387
20010802	0	Heterosigma akashiwo	5000	8000	35.409071	129.384903
20020822	0	NA	150	5000	35.160845	129.219387
20140919	1	Cochlodinium polykrikoides	300	900	36.06013928	129.4434387
20040618	0	NA	160	1700	35.415507	129.387306
20140916	1	Cochlodinium polykrikoides	50	1100	36.03242536	129.4462625
20020819	0	NA	NA	NA	35.260093	129.277912
20140916	1	Cochlodinium polykrikoides	80	450	36.03242536	129.4462625
20020617	0	NA	1000	3000	35.409071	129.384903
20030922	0	NA	7	800	35.260093	129.277912
20030917	0	NA	10	16000	35.260093	129.277912
20140916	0	Cochlodinium polykrikoides	0	4	36.03242536	129.4462625
20140918	1	Cochlodinium polykrikoides	10	3700	36.06417408	129.4628536
20010802	0	Ceratium fura	30	50	35.409071	129.384903
20140919	1	Cochlodinium polykrikoides	60	500	36.06013928	129.4434387
20140916	1	Cochlodinium polykrikoides	0	1230	36.03242536	129.4462625
20140916	1	Cochlodinium polykrikoides	400	860	36.03242536	129.4462625
20000926	0	Thalassiosira decipiens	1560	2280	35.376227	129.500301
20000929	0	Prorocentrum sp.	186	248	35.376227	129.500301
20140918	1	Cochlodinium polykrikoides	60	1200	36.06417408	129.4628536
20140918	1	Cochlodinium polykrikoides	60	1380	36.06417408	129.4628536
20140609	0	Noctiluca scintillans	200	500	36.0320591	129.4618697
20140918	1	Cochlodinium polykrikoides	240	14680	36.06417408	129.4628536
20030915	0	NA	60	3500	34.558783	127.776445
20140918	1	Cochlodinium polykrikoides	500	4000	36.06417408	129.4628536
20140919	1	Cochlodinium polykrikoides	80	3500	36.06013928	129.4434387
20070801	0	NA	550	950	34.55469977	127.7540159
20060810	0	NA	750	1200	34.47775194	127.5043249
20140916	1	Cochlodinium polykrikoides	1000	3000	36.03242536	129.4462625
20020810	0	NA	270	3950	34.633403	127.839676
20140918	1	Cochlodinium polykrikoides	4	1230	36.06417408	129.4628536
20140921	1	Cochlodinium polykrikoides	3	984	36.09010744	129.5161687
20140914	1	Cochlodinium polykrikoides	100	5000	36.04048149	129.5835147
20080908	1	Cochlodinium polykrikoides	20	300	34.6995423	127.7846181
20140914	0	Cochlodinium polykrikoides	10	40	36.04048149	129.5835147
20060810	0	NA	950	NA	34.47775194	127.5043249
20030820	0	NA	50	2150	34.633403	127.839676
20080908	1	Cochlodinium polykrikoides	262	847	34.6995423	127.7846181
20140914	1	Cochlodinium polykrikoides	70	10720	36.04048149	129.5835147
20140914	1	Cochlodinium polykrikoides	30	2600	36.04048149	129.5835147
20000822	0	Cochlodinium	80	910	34.629488	127.825256
20020812	0	NA	60	500	34.717331	127.694123
20050804	0	NA	100	5200	34.558783	127.776445
20070801	0	NA	10	30	34.55469977	127.7540159
20040829	0	NA	NA	NA	34.558783	127.776445
20140911	1	Cochlodinium polykrikoides	100	2560	36.09865012	129.5060436
20140923	1	Cochlodinium polykrikoides	170	16400	36.10443774	129.5923084
20080908	1	Cochlodinium polykrikoides	26	750	34.6995423	127.7846181
20030907	0	NA	500	23000	34.81766	127.808004
20020810	0	NA	50	850	34.535652	127.540563
20040812	0	NA	80	1200	34.535286	127.784074
20030820	0	NA	500	5500	34.716812	127.869611
20140914	1	Cochlodinium polykrikoides	20	1828	36.04048149	129.5835147
20060810	0	NA	250	NA	34.47775194	127.5043249
