"HAEGU_NUM","YYMMDD","year","month","WS_MAX","WS_MIN","PS_MIN","WH_MAX"
97,2008-09-19,2008,9,9.90491720590601,1.45266554226486,1008.8180212958,"2.4648651598619"
97,2008-09-20,2008,9,9.28822200704382,2.39040217482338,1007.30502578403,"1.23575454663609"
97,2008-09-21,2008,9,9.69012284566917,1.21896569406174,1007.07655383511,"8.59679594447151"
97,2008-09-22,2008,9,8.91764579859784,3.31105377175523,1007.82227789722,"1.39430205555965"
97,2008-09-23,2008,9,6.51877488106636,0.932691548946452,1008.61522367531,"1.0497356268139"
97,2008-09-24,2008,9,10.7362161734961,3.19310290261851,1011.24310024554,"1.77268579931036"
97,2008-09-25,2008,9,9.16639620014786,1.44237316775945,1007.32640056656,"1.22627028763228"
97,2008-09-26,2008,9,13.2861060781163,5.95898273650361,1007.62092016949,"1.26622449979751"
97,2008-09-27,2008,9,9.48058043632431,3.17579098628347,1014.56173629843,"1.13470295912332"
97,2008-09-28,2008,9,9.63517738379172,4.17473716946296,1013.86219502629,"1.69435602339529"
97,2008-09-29,2008,9,10.8283526252532,4.75158263024504,1012.66461256272,"4.36804143307568"
97,2008-09-30,2008,9,9.9515518387444,4.97587483259684,1009.34169285262,"5.58214867189236"
97,2008-10-01,2008,10,11.2185374745016,5.56826472437596,1010.42200932037,"12.6090260110594"
97,2008-10-02,2008,10,10.2458413304217,2.50100829665158,1013.70480343449,"4.30315784466643"
97,2008-10-03,2008,10,6.80094904930151,1.07459054457428,1013.23556451402,"0.780323663306702"
97,2008-10-04,2008,10,6.77827396665737,1.13381868658201,1012.67049029212,"0.490042854614264"
97,2008-10-05,2008,10,8.62785831057726,1.30718068356863,1010.39019019861,"1.00977263231421"
97,2008-10-06,2008,10,8.20680105843829,2.33440040970931,1010.86242606747,"0.802504462160039"
97,2008-10-07,2008,10,10.0940960423867,3.0715873247397,1013.42585522488,"0.805859862457999"
97,2008-10-08,2008,10,8.5610650444042,2.54637259490536,1015.56146135435,"1.25727398774402"
97,2008-10-09,2008,10,6.61519572946717,1.9328477746698,1017.6565766187,"0.707988408979705"
97,2008-10-10,2008,10,8.47937326575797,1.04282620241368,1014.63666987822,"0.772214598620058"
97,2008-10-11,2008,10,11.9563218900143,1.23890610658293,1015.2534290712,"1.18129007256955"
97,2008-10-12,2008,10,7.44089716945409,1.78756778187362,1015.03289301369,"0.895787219257401"
97,2008-10-13,2008,10,7.01331141281881,1.07504986646446,1015.24580668883,"0.590267653426041"
97,2008-10-14,2008,10,8.76649344502101,1.91089821693496,1016.05055234282,"0.491720554763244"
97,2008-10-15,2008,10,6.72579075154505,0.80540716095065,1018.0310250545,"0.554365189985134"
97,2008-10-16,2008,10,6.6735210864237,2.03715241974609,1018.93920232002,"0.939780500969351"
97,2008-10-17,2008,10,7.31661808671941,3.08821236969315,1018.93645590475,"1.28949366403795"
97,2008-10-18,2008,10,8.57692203185574,3.88344928429236,1018.60822711559,"1.55616989757668"
97,2008-10-19,2008,10,8.12521412093899,1.3626745504431,1016.38350039653,"1.24464266803181"
97,2008-10-20,2008,10,8.30546010061204,1.70433746754979,1016.02902478673,"0.880006691103908"
97,2008-10-21,2008,10,9.48727677822733,4.97852257503714,1016.00762911094,"1.76611055705025"
97,2008-10-22,2008,10,12.3847176289518,4.702152372028,1011.36256369085,"11.4186577754279"
97,2008-10-23,2008,10,8.99210162977638,0.925994845017625,1010.88468733596,"12.6125233095915"
97,2008-10-24,2008,10,12.2305724792296,5.45249851293443,1013.25608912898,"1.60295610533016"
97,2008-10-25,2008,10,9.9085316702665,1.1634762006149,1016.69010257787,"0.958318220603379"
97,2008-10-26,2008,10,11.0318862838877,4.333067175672,1013.97776413535,"1.65931807709479"
97,2008-10-27,2008,10,11.3317769323366,5.33807954935542,1015.37303786037,"1.47654556441782"
97,2008-10-28,2008,10,11.3385750054149,4.54181127604281,1013.69539084021,"1.11679171266499"
97,2008-10-29,2008,10,9.40714167216343,1.3230127488361,1013.95366977628,"1.18213114870964"
