발생날짜,조사해역,원인생물,생물밀도(max),생물밀도(min),수온(max),수온(min),속보코드
20150905,"거제 둔덕~산달, 거제만(소랑~내간)
",Cochlodinium polykrikoides,1020,10,25.3,24.4,2015090501
20150905,"거제 둔덕~산달, 거제만(소랑~내간)
",Cochlodinium polykrikoides,3328,16,25.3,24.4,2015090501
20150905,"거제 둔덕~산달, 거제만(소랑~내간)
",Cochlodinium polykrikoides,1000,500,25.3,24.4,2015090501
20150905,"거제 둔덕~산달, 거제만(소랑~내간)
",Cochlodinium polykrikoides,7400,220,25.3,24.4,2015090501
20150905,"거제 둔덕~산달, 거제만(소랑~내간)
",Cochlodinium polykrikoides,2500,90,25.3,24.4,2015090501
20150905,"거제 둔덕~산달, 거제만(소랑~내간)
",Cochlodinium polykrikoides,1500,180,25.3,24.4,2015090501
20150905,"거제 둔덕~산달, 거제만(소랑~내간)
",Cochlodinium polykrikoides,300,150,25.3,24.4,2015090501
20150905,"포항(영암~하정, 구룡포~강사, 오도~방어리), 영덕(부경~강구, 창포~축산), 울진(후포~직산)
",Cochlodinium polykrikoides,1020,10,24.5,21.8,2015090501
20150905,"포항(영암~하정, 구룡포~강사, 오도~방어리), 영덕(부경~강구, 창포~축산), 울진(후포~직산)
",Cochlodinium polykrikoides,3328,16,24.5,21.8,2015090501
20150905,"포항(영암~하정, 구룡포~강사, 오도~방어리), 영덕(부경~강구, 창포~축산), 울진(후포~직산)
",Cochlodinium polykrikoides,1000,500,24.5,21.8,2015090501
20150905,"포항(영암~하정, 구룡포~강사, 오도~방어리), 영덕(부경~강구, 창포~축산), 울진(후포~직산)
",Cochlodinium polykrikoides,7400,220,24.5,21.8,2015090501
20150905,"포항(영암~하정, 구룡포~강사, 오도~방어리), 영덕(부경~강구, 창포~축산), 울진(후포~직산)
",Cochlodinium polykrikoides,2500,90,24.5,21.8,2015090501
20150905,"포항(영암~하정, 구룡포~강사, 오도~방어리), 영덕(부경~강구, 창포~축산), 울진(후포~직산)
",Cochlodinium polykrikoides,1500,180,24.5,21.8,2015090501
20150905,"포항(영암~하정, 구룡포~강사, 오도~방어리), 영덕(부경~강구, 창포~축산), 울진(후포~직산)
",Cochlodinium polykrikoides,300,150,24.5,21.8,2015090501
20150905,"고흥 금산(신촌~명천)~도양(장예~화도)~도화(구암)
",Cochlodinium polykrikoides,1020,10,24.6,24.5,2015090501
20150905,"고흥 금산(신촌~명천)~도양(장예~화도)~도화(구암)
",Cochlodinium polykrikoides,3328,16,24.6,24.5,2015090501
20150905,"고흥 금산(신촌~명천)~도양(장예~화도)~도화(구암)
",Cochlodinium polykrikoides,1000,500,24.6,24.5,2015090501
20150905,"고흥 금산(신촌~명천)~도양(장예~화도)~도화(구암)
",Cochlodinium polykrikoides,7400,220,24.6,24.5,2015090501
20150905,"고흥 금산(신촌~명천)~도양(장예~화도)~도화(구암)
",Cochlodinium polykrikoides,2500,90,24.6,24.5,2015090501
20150905,"고흥 금산(신촌~명천)~도양(장예~화도)~도화(구암)
",Cochlodinium polykrikoides,1500,180,24.6,24.5,2015090501
20150905,"고흥 금산(신촌~명천)~도양(장예~화도)~도화(구암)
",Cochlodinium polykrikoides,300,150,24.6,24.5,2015090501
20150904,"여수 상동~무술목, 거문도
",Cochlodinium polykrikoides,3000,70,26,23.1,2015090401
20150904,"여수 상동~무술목, 거문도
",Cochlodinium polykrikoides,4900,30,26,23.1,2015090401
20150904,"여수 상동~무술목, 거문도
",Cochlodinium polykrikoides,1800,500,26,23.1,2015090401
20150904,"여수 상동~무술목, 거문도
",Cochlodinium polykrikoides,2800,20,26,23.1,2015090401
20150904,"여수 상동~무술목, 거문도
",Cochlodinium polykrikoides,2192,64,26,23.1,2015090401
20150904,"여수 상동~무술목, 거문도
",Cochlodinium polykrikoides,1200,4,26,23.1,2015090401
20150904,"여수 상동~무술목, 거문도
",Cochlodinium polykrikoides,5000,10,26,23.1,2015090401
20150904,"여수 상동~무술목, 거문도
",Cochlodinium polykrikoides,290,2,26,23.1,2015090401
20150904,"완도 신지(송곡~동고)~약산(득암~당목~어두)~
금일(칠기~일정), 보길도~노화도
",Cochlodinium polykrikoides,3000,70,24.1,22.9,2015090401
20150904,"완도 신지(송곡~동고)~약산(득암~당목~어두)~
금일(칠기~일정), 보길도~노화도
",Cochlodinium polykrikoides,4900,30,24.1,22.9,2015090401
20150904,"완도 신지(송곡~동고)~약산(득암~당목~어두)~
금일(칠기~일정), 보길도~노화도
",Cochlodinium polykrikoides,1800,500,24.1,22.9,2015090401
20150904,"완도 신지(송곡~동고)~약산(득암~당목~어두)~
금일(칠기~일정), 보길도~노화도
",Cochlodinium polykrikoides,2800,20,24.1,22.9,2015090401
20150904,"완도 신지(송곡~동고)~약산(득암~당목~어두)~
금일(칠기~일정), 보길도~노화도
",Cochlodinium polykrikoides,2192,64,24.1,22.9,2015090401
20150904,"완도 신지(송곡~동고)~약산(득암~당목~어두)~
금일(칠기~일정), 보길도~노화도
",Cochlodinium polykrikoides,1200,4,24.1,22.9,2015090401
20150904,"완도 신지(송곡~동고)~약산(득암~당목~어두)~
금일(칠기~일정), 보길도~노화도
",Cochlodinium polykrikoides,5000,10,24.1,22.9,2015090401
20150904,"완도 신지(송곡~동고)~약산(득암~당목~어두)~
금일(칠기~일정), 보길도~노화도
",Cochlodinium polykrikoides,290,2,24.1,22.9,2015090401
20150904,"남해 (서산~장항, 작장), 고성 하이덕명, 사천(서포 비토~저도~향기도, 실안), 신수",Cochlodinium polykrikoides,3000,70,27.1,24.5,2015090401
20150904,"남해 (서산~장항, 작장), 고성 하이덕명, 사천(서포 비토~저도~향기도, 실안), 신수",Cochlodinium polykrikoides,4900,30,27.1,24.5,2015090401
20150904,"남해 (서산~장항, 작장), 고성 하이덕명, 사천(서포 비토~저도~향기도, 실안), 신수",Cochlodinium polykrikoides,1800,500,27.1,24.5,2015090401
20150904,"남해 (서산~장항, 작장), 고성 하이덕명, 사천(서포 비토~저도~향기도, 실안), 신수",Cochlodinium polykrikoides,2800,20,27.1,24.5,2015090401
20150904,"남해 (서산~장항, 작장), 고성 하이덕명, 사천(서포 비토~저도~향기도, 실안), 신수",Cochlodinium polykrikoides,2192,64,27.1,24.5,2015090401
20150904,"남해 (서산~장항, 작장), 고성 하이덕명, 사천(서포 비토~저도~향기도, 실안), 신수",Cochlodinium polykrikoides,1200,4,27.1,24.5,2015090401
20150904,"남해 (서산~장항, 작장), 고성 하이덕명, 사천(서포 비토~저도~향기도, 실안), 신수",Cochlodinium polykrikoides,5000,10,27.1,24.5,2015090401
20150904,"남해 (서산~장항, 작장), 고성 하이덕명, 사천(서포 비토~저도~향기도, 실안), 신수",Cochlodinium polykrikoides,290,2,27.1,24.5,2015090401
20150904,"거제(거제만~둔덕만)
",Cochlodinium polykrikoides,3000,70,24.5,23.4,2015090401
20150904,"거제(거제만~둔덕만)
",Cochlodinium polykrikoides,4900,30,24.5,23.4,2015090401
20150904,"거제(거제만~둔덕만)
",Cochlodinium polykrikoides,1800,500,24.5,23.4,2015090401
20150904,"거제(거제만~둔덕만)
",Cochlodinium polykrikoides,2800,20,24.5,23.4,2015090401
20150904,"거제(거제만~둔덕만)
",Cochlodinium polykrikoides,2192,64,24.5,23.4,2015090401
20150904,"거제(거제만~둔덕만)
",Cochlodinium polykrikoides,1200,4,24.5,23.4,2015090401
20150904,"거제(거제만~둔덕만)
",Cochlodinium polykrikoides,5000,10,24.5,23.4,2015090401
20150904,"거제(거제만~둔덕만)
",Cochlodinium polykrikoides,290,2,24.5,23.4,2015090401
20150904,"울산 울주군(신암~이진), 북구(우가~신명)
",Cochlodinium polykrikoides,3000,70,25.5,23.3,2015090401
20150904,"울산 울주군(신암~이진), 북구(우가~신명)
",Cochlodinium polykrikoides,4900,30,25.5,23.3,2015090401
20150904,"울산 울주군(신암~이진), 북구(우가~신명)
",Cochlodinium polykrikoides,1800,500,25.5,23.3,2015090401
20150904,"울산 울주군(신암~이진), 북구(우가~신명)
",Cochlodinium polykrikoides,2800,20,25.5,23.3,2015090401
20150904,"울산 울주군(신암~이진), 북구(우가~신명)
",Cochlodinium polykrikoides,2192,64,25.5,23.3,2015090401
20150904,"울산 울주군(신암~이진), 북구(우가~신명)
",Cochlodinium polykrikoides,1200,4,25.5,23.3,2015090401
20150904,"울산 울주군(신암~이진), 북구(우가~신명)
",Cochlodinium polykrikoides,5000,10,25.5,23.3,2015090401
20150904,"울산 울주군(신암~이진), 북구(우가~신명)
",Cochlodinium polykrikoides,290,2,25.5,23.3,2015090401
20150904,장흥 관산(죽청~우산)~회진(대리~노력),Cochlodinium polykrikoides,3000,70,25.5,23.2,2015090401
20150904,장흥 관산(죽청~우산)~회진(대리~노력),Cochlodinium polykrikoides,4900,30,25.5,23.2,2015090401
20150904,장흥 관산(죽청~우산)~회진(대리~노력),Cochlodinium polykrikoides,1800,500,25.5,23.2,2015090401
20150904,장흥 관산(죽청~우산)~회진(대리~노력),Cochlodinium polykrikoides,2800,20,25.5,23.2,2015090401
20150904,장흥 관산(죽청~우산)~회진(대리~노력),Cochlodinium polykrikoides,2192,64,25.5,23.2,2015090401
20150904,장흥 관산(죽청~우산)~회진(대리~노력),Cochlodinium polykrikoides,1200,4,25.5,23.2,2015090401
20150904,장흥 관산(죽청~우산)~회진(대리~노력),Cochlodinium polykrikoides,5000,10,25.5,23.2,2015090401
20150904,장흥 관산(죽청~우산)~회진(대리~노력),Cochlodinium polykrikoides,290,2,25.5,23.2,2015090401
20150904,"포항(하정~대보, 영일만), 영덕(부경~창포)
",Cochlodinium polykrikoides,3000,70,25.8,22.1,2015090401
20150904,"포항(하정~대보, 영일만), 영덕(부경~창포)
",Cochlodinium polykrikoides,4900,30,25.8,22.1,2015090401
20150904,"포항(하정~대보, 영일만), 영덕(부경~창포)
",Cochlodinium polykrikoides,1800,500,25.8,22.1,2015090401
20150904,"포항(하정~대보, 영일만), 영덕(부경~창포)
",Cochlodinium polykrikoides,2800,20,25.8,22.1,2015090401
20150904,"포항(하정~대보, 영일만), 영덕(부경~창포)
",Cochlodinium polykrikoides,2192,64,25.8,22.1,2015090401
20150904,"포항(하정~대보, 영일만), 영덕(부경~창포)
",Cochlodinium polykrikoides,1200,4,25.8,22.1,2015090401
20150904,"포항(하정~대보, 영일만), 영덕(부경~창포)
",Cochlodinium polykrikoides,5000,10,25.8,22.1,2015090401
20150904,"포항(하정~대보, 영일만), 영덕(부경~창포)
",Cochlodinium polykrikoides,290,2,25.8,22.1,2015090401
20150904,"고흥 금산(신촌~명천)~도양(장예~화도)~도화(구암~하동)
",Cochlodinium polykrikoides,3000,70,25.7,24.5,2015090401
20150904,"고흥 금산(신촌~명천)~도양(장예~화도)~도화(구암~하동)
",Cochlodinium polykrikoides,4900,30,25.7,24.5,2015090401
20150904,"고흥 금산(신촌~명천)~도양(장예~화도)~도화(구암~하동)
",Cochlodinium polykrikoides,1800,500,25.7,24.5,2015090401
20150904,"고흥 금산(신촌~명천)~도양(장예~화도)~도화(구암~하동)
",Cochlodinium polykrikoides,2800,20,25.7,24.5,2015090401
20150904,"고흥 금산(신촌~명천)~도양(장예~화도)~도화(구암~하동)
",Cochlodinium polykrikoides,2192,64,25.7,24.5,2015090401
20150904,"고흥 금산(신촌~명천)~도양(장예~화도)~도화(구암~하동)
",Cochlodinium polykrikoides,1200,4,25.7,24.5,2015090401
20150904,"고흥 금산(신촌~명천)~도양(장예~화도)~도화(구암~하동)
",Cochlodinium polykrikoides,5000,10,25.7,24.5,2015090401
20150904,"고흥 금산(신촌~명천)~도양(장예~화도)~도화(구암~하동)
",Cochlodinium polykrikoides,290,2,25.7,24.5,2015090401
20150903,장흥 관산(죽청~우산)~회진(대리~노력),Cochlodinium polykrikoides,2100,600,26,23.8,2015090301
20150903,장흥 관산(죽청~우산)~회진(대리~노력),Cochlodinium polykrikoides,2390,15,26,23.8,2015090301
20150903,장흥 관산(죽청~우산)~회진(대리~노력),Cochlodinium polykrikoides,25000,40,26,23.8,2015090301
20150903,장흥 관산(죽청~우산)~회진(대리~노력),Cochlodinium polykrikoides,144,2,26,23.8,2015090301
20150903,장흥 관산(죽청~우산)~회진(대리~노력),Cochlodinium polykrikoides,800,4,26,23.8,2015090301
20150903,장흥 관산(죽청~우산)~회진(대리~노력),Cochlodinium polykrikoides,1200,30,26,23.8,2015090301
20150903,"경주(감포), 포항(계원~영일만, 오도~방어리), 영덕(강구, 축산), 울진(후포)",Cochlodinium polykrikoides,2100,600,26.1,22.3,2015090301
20150903,"경주(감포), 포항(계원~영일만, 오도~방어리), 영덕(강구, 축산), 울진(후포)",Cochlodinium polykrikoides,2390,15,26.1,22.3,2015090301
20150903,"경주(감포), 포항(계원~영일만, 오도~방어리), 영덕(강구, 축산), 울진(후포)",Cochlodinium polykrikoides,25000,40,26.1,22.3,2015090301
20150903,"경주(감포), 포항(계원~영일만, 오도~방어리), 영덕(강구, 축산), 울진(후포)",Cochlodinium polykrikoides,144,2,26.1,22.3,2015090301
20150903,"경주(감포), 포항(계원~영일만, 오도~방어리), 영덕(강구, 축산), 울진(후포)",Cochlodinium polykrikoides,800,4,26.1,22.3,2015090301
20150903,"경주(감포), 포항(계원~영일만, 오도~방어리), 영덕(강구, 축산), 울진(후포)",Cochlodinium polykrikoides,1200,30,26.1,22.3,2015090301
20150903,고흥 금산(신촌~명천)~도양(장예~화도)~도화(구암),Cochlodinium polykrikoides,2100,600,25.4,24.1,2015090301
20150903,고흥 금산(신촌~명천)~도양(장예~화도)~도화(구암),Cochlodinium polykrikoides,2390,15,25.4,24.1,2015090301
20150903,고흥 금산(신촌~명천)~도양(장예~화도)~도화(구암),Cochlodinium polykrikoides,25000,40,25.4,24.1,2015090301
20150903,고흥 금산(신촌~명천)~도양(장예~화도)~도화(구암),Cochlodinium polykrikoides,144,2,25.4,24.1,2015090301
20150903,고흥 금산(신촌~명천)~도양(장예~화도)~도화(구암),Cochlodinium polykrikoides,800,4,25.4,24.1,2015090301
20150903,고흥 금산(신촌~명천)~도양(장예~화도)~도화(구암),Cochlodinium polykrikoides,1200,30,25.4,24.1,2015090301
20150903,"여수 우두리~계동, 수항도~용두, 남해 서면(정포~염해), 사천(서포 비토~저도~향기도, 실안), 신수",Cochlodinium polykrikoides,2100,600,24.9,23,2015090301
20150903,"여수 우두리~계동, 수항도~용두, 남해 서면(정포~염해), 사천(서포 비토~저도~향기도, 실안), 신수",Cochlodinium polykrikoides,2390,15,24.9,23,2015090301
20150903,"여수 우두리~계동, 수항도~용두, 남해 서면(정포~염해), 사천(서포 비토~저도~향기도, 실안), 신수",Cochlodinium polykrikoides,25000,40,24.9,23,2015090301
20150903,"여수 우두리~계동, 수항도~용두, 남해 서면(정포~염해), 사천(서포 비토~저도~향기도, 실안), 신수",Cochlodinium polykrikoides,144,2,24.9,23,2015090301
20150903,"여수 우두리~계동, 수항도~용두, 남해 서면(정포~염해), 사천(서포 비토~저도~향기도, 실안), 신수",Cochlodinium polykrikoides,800,4,24.9,23,2015090301
20150903,"여수 우두리~계동, 수항도~용두, 남해 서면(정포~염해), 사천(서포 비토~저도~향기도, 실안), 신수",Cochlodinium polykrikoides,1200,30,24.9,23,2015090301
20150903,"울산 울주군(서생~온산), 북구(우가~신명)",Cochlodinium polykrikoides,2100,600,25.1,24.4,2015090301
20150903,"울산 울주군(서생~온산), 북구(우가~신명)",Cochlodinium polykrikoides,2390,15,25.1,24.4,2015090301
20150903,"울산 울주군(서생~온산), 북구(우가~신명)",Cochlodinium polykrikoides,25000,40,25.1,24.4,2015090301
20150903,"울산 울주군(서생~온산), 북구(우가~신명)",Cochlodinium polykrikoides,144,2,25.1,24.4,2015090301
20150903,"울산 울주군(서생~온산), 북구(우가~신명)",Cochlodinium polykrikoides,800,4,25.1,24.4,2015090301
20150903,"울산 울주군(서생~온산), 북구(우가~신명)",Cochlodinium polykrikoides,1200,30,25.1,24.4,2015090301
20150903,"완도 소안(미라~부상), 청산 소모도, 신지(송곡~동고)~약산(득암~당목~어두)~금일(칠기~일정)",Cochlodinium polykrikoides,2100,600,23.6,22.9,2015090301
20150903,"완도 소안(미라~부상), 청산 소모도, 신지(송곡~동고)~약산(득암~당목~어두)~금일(칠기~일정)",Cochlodinium polykrikoides,2390,15,23.6,22.9,2015090301
20150903,"완도 소안(미라~부상), 청산 소모도, 신지(송곡~동고)~약산(득암~당목~어두)~금일(칠기~일정)",Cochlodinium polykrikoides,25000,40,23.6,22.9,2015090301
20150903,"완도 소안(미라~부상), 청산 소모도, 신지(송곡~동고)~약산(득암~당목~어두)~금일(칠기~일정)",Cochlodinium polykrikoides,144,2,23.6,22.9,2015090301
20150903,"완도 소안(미라~부상), 청산 소모도, 신지(송곡~동고)~약산(득암~당목~어두)~금일(칠기~일정)",Cochlodinium polykrikoides,800,4,23.6,22.9,2015090301
20150903,"완도 소안(미라~부상), 청산 소모도, 신지(송곡~동고)~약산(득암~당목~어두)~금일(칠기~일정)",Cochlodinium polykrikoides,1200,30,23.6,22.9,2015090301
